Code,Description
50114000,Repair and maintenance services of trucks.
50114100,Truck repair services.
50114200,Truck maintenance services.
50115000,Repair and maintenance services of motorcycles.
50115100,Motorcycle repair services.
50115200,Motorcycle maintenance services.
50116000,Maintenance and repair services related to specific parts of vehicles.
50116100,Electrical-system repair services.
50116200,Repair and maintenance services of vehicle brakes and brake parts.
50116300,Repair and maintenance services of vehicle gearboxes.
50116400,Repair and maintenance services of vehicle transmissions.
50116500,"Tyre repair services, including fitting and balancing."
50116510,Tyre-remoulding services.
50116600,Repair and maintenance services of starter motors.
50117000,Vehicle conversion and reconditioning services.
50117100,Motor vehicle conversion services.
50117200,Ambulance conversion services.
50117300,Reconditioning services of vehicles.
50118000,Automobile emergency road services.
50118100,Breakdown and recovery services for cars.
50118110,Vehicle towing-away services.
50118200,Breakdown and recovery services for commercial vehicles.
50118300,Breakdown and recovery services for buses.
50118400,Breakdown and recovery services for motor vehicles.
50118500,Breakdown and recovery services for motorcycles.
50190000,Demolition services of vehicles.
50200000,"Repair, maintenance and associated services related to aircraft, railways, roads and marine equipment."
50210000,"Repair, maintenance and associated services related to aircraft and other equipment."
50211000,Repair and maintenance services of aircraft.
50211100,Aircraft maintenance services.
50211200,Aircraft repair services.
50211210,Repair and maintenance services of aircraft engines.
50211211,Aircraft-engine maintenance services.
50211212,Aircraft-engine repair services.
50211300,Reconditioning services of aircraft.
50211310,Reconditioning services of aircraft engines.
50212000,Repair and maintenance services of helicopters.
50220000,"Repair, maintenance and associated services related to railways and other equipment."
50221000,Repair and maintenance services of locomotives.
50221100,Repair and maintenance services of locomotive gearboxes.
50221200,Repair and maintenance services of locomotive transmissions.
50221300,Repair and maintenance services of locomotive wheelsets.
50221400,Repair and maintenance services of locomotive brakes and brake parts.
50222000,Repair and maintenance services of rolling stock.
50222100,Repair and maintenance services of dampers.
50223000,Reconditioning services of locomotives.
50224000,Reconditioning services of rolling stock.
50224100,Reconditioning services of rolling stock seats.
50224200,Reconditioning services of passenger coaches.
50225000,Railway-track maintenance services.
50229000,Demolition of rolling stock.
50230000,"Repair, maintenance and associated services related to roads and other equipment."
50232000,Maintenance services of public-lighting installations and traffic lights.
50232100,Street-lighting maintenance services.
50232110,Commissioning of public lighting installations.
50232200,Traffic-signal maintenance services.
50240000,"Repair, maintenance and associated services related to marine and other equipment."
50241000,Repair and maintenance services of ships.
50241100,Vessel repair services.
50241200,Ferry repair services.
50242000,Conversion services of ships.
50243000,Demolition services of ships.
50244000,Reconditioning services of ships or boats.
50245000,Upgrading services of ships.
50246000,Harbour equipment maintenance services.
50246100,Dry-docking services.
50246200,Buoy maintenance services.
50246300,Repair and maintenance services of floating structures.
50246400,Repair and maintenance services of floating platforms.
50300000,"Repair, maintenance and associated services related to personal computers, office equipment, telecommunications and audio-visual equipment."
50310000,Maintenance and repair of office machinery.
50311000,Maintenance and repair of office accounting machinery.
50311400,Maintenance and repair of calculators and accounting machinery.
50312000,Maintenance and repair of computer equipment.
50312100,Maintenance and repair of mainframe computers.
50312110,Maintenance of mainframe computers.
50312120,Repair of mainframe computers.
50312200,Maintenance and repair of minicomputers.
50312210,Maintenance of minicomputers.
50312220,Repair of minicomputers.
50312300,Maintenance and repair of data network equipment.
50312310,Maintenance of data network equipment.
50312320,Repair of data network equipment.
50312400,Maintenance and repair of microcomputers.
50312410,Maintenance of microcomputers.
50312420,Repair of microcomputers.
50312600,Maintenance and repair of information technology equipment.
50312610,Maintenance of information technology equipment.
50312620,Repair of information technology equipment.
50313000,Maintenance and repair of reprographic machinery.
50313100,Photocopier repair services.
50313200,Photocopier maintenance services.
50314000,Repair and maintenance services of facsimile machines.
50315000,Repair and maintenance services of telephone-answering machines.
50316000,Maintenance and repair of ticket-issuing machinery.
50317000,Maintenance and repair of ticket-validation machinery.
50320000,Repair and maintenance services of personal computers.
50321000,Repair services of personal computers.
50322000,Maintenance services of personal computers.
50323000,Maintenance and repair of computer peripherals.
50323100,Maintenance of computer peripherals.
50323200,Repair of computer peripherals.
50324000,Support services of personal computers.
50324100,System maintenance services.
50324200,Preventive maintenance services.
50330000,Maintenance services of telecommunications equipment.
50331000,Repair and maintenance services of telecommunications lines.
50332000,Telecommunications-infrastructure maintenance services.
50333000,Maintenance services of radio-communications equipment.
50333100,Repair and maintenance services of radio transmitters.
50333200,Repair and maintenance services of radiotelephony apparatus.
50334000,Repair and maintenance services of line telephony and line telegraphy equipment.
50334100,Repair and maintenance services of line telephony equipment.
50334110,Telephone network maintenance services.
50334120,Upgrade services of telephone switching equipment.
50334130,Repair and maintenance services of telephone switching apparatus.
50334140,Repair and maintenance services of telephone sets.
50334200,Repair and maintenance services of line telegraphy equipment.
50334300,Repair and maintenance services of line telex equipment.
50334400,Communications system maintenance services.
50340000,Repair and maintenance services of audio-visual and optical equipment.
50341000,Repair and maintenance services of television equipment.
50341100,Repair and maintenance services of videotext equipment.
50341200,Repair and maintenance services of television transmitters.
50342000,Repair and maintenance services of audio equipment.
50343000,Repair and maintenance services of video equipment.
50344000,Repair and maintenance services of optical equipment.
50344100,Repair and maintenance services of photographic equipment.
50344200,Repair and maintenance services of cinematographic equipment.
50400000,Repair and maintenance services of medical and precision equipment.
50410000,"Repair and maintenance services of measuring, testing and checking apparatus."
50411000,Repair and maintenance services of measuring apparatus.
50411100,Repair and maintenance services of water meters.
50411200,Repair and maintenance services of gas meters.
50411300,Repair and maintenance services of electricity meters.
50411400,Repair and maintenance services of tachometers.
50411500,Repair and maintenance services of industrial time-measuring equipment.
50412000,Repair and maintenance services of testing apparatus.
50413000,Repair and maintenance services of checking apparatus.
50413100,Repair and maintenance services of gas-detection equipment.
50413200,Repair and maintenance services of firefighting equipment.
50420000,Repair and maintenance services of medical and surgical equipment.
50421000,Repair and maintenance services of medical equipment.
50421100,Repair and maintenance services of wheelchairs.
50421200,Repair and maintenance services of X-ray equipment.
50422000,Repair and maintenance services of surgical equipment.
50430000,Repair and maintenance services of precision equipment.
50431000,Repair and maintenance services of watches.
50432000,Repair and maintenance services of clocks.
50433000,Calibration services.
50500000,"Repair and maintenance services for pumps, valves, taps and metal containers and machinery."
50510000,"Repair and maintenance services of pumps, valves, taps and metal containers."
50511000,Repair and maintenance services of pumps.
50511100,Repair and maintenance services of liquid pumps.
50511200,Repair and maintenance services of gas pumps.
50512000,Repair and maintenance services of valves.
50513000,Repair and maintenance services of taps.
50514000,Repair and maintenance services of metal containers.
50514100,Repair and maintenance services of tanks.
50514200,Repair and maintenance services of reservoirs.
50514300,Sleeving repair services.
50530000,Repair and maintenance services of machinery.
50531000,Repair and maintenance services for non-electrical machinery.
50531100,Repair and maintenance services of boilers.
50531200,Gas appliance maintenance services.
50531300,Repair and maintenance services of compressors.
50531400,Repair and maintenance services of cranes.
50531500,Repair and maintenance services of derricks.
50531510,Derrick-dismantling services.
50532000,"Repair and maintenance services of electrical machinery, apparatus and associated equipment."
50532100,Repair and maintenance services of electric motors.
50532200,Repair and maintenance services of transformers.
50532300,Repair and maintenance services of generators.
50532400,Repair and maintenance services of electrical distribution equipment.
50600000,Repair and maintenance services of security and defence materials.
50610000,Repair and maintenance services of security equipment.
50620000,Repair and maintenance services of firearms and ammunition.
50630000,Repair and maintenance services of military vehicles.
50640000,Repair and maintenance services of warships.
50650000,"Repair and maintenance services of military aircrafts, missiles and spacecrafts."
50660000,Repair and maintenance services of military electronic systems.
50700000,Repair and maintenance services of building installations.
50710000,Repair and maintenance services of electrical and mechanical building installations.
50711000,Repair and maintenance services of electrical building installations.
50712000,Repair and maintenance services of mechanical building installations.
50720000,Repair and maintenance services of central heating.
50721000,Commissioning of heating installations.
50730000,Repair and maintenance services of cooler groups.
50740000,Repair and maintenance services of escalators.
50750000,Lift-maintenance services.
50760000,Repair and maintenance of public conveniences.
50800000,Miscellaneous repair and maintenance services.
50810000,Repair services of jewellery.
50820000,Repair services of leather personal goods.
50821000,Repair services of boots.
50822000,Repair services of shoes.
50830000,Repair services of garments and textiles.
50840000,Repair and maintenance services of weapons and weapon systems.
50841000,Repair and maintenance services of weapons.
50842000,Repair and maintenance services of weapon systems.
50850000,Repair and maintenance services of furniture.
50860000,Repair and maintenance services of musical instruments.
50870000,Repair and maintenance services of playground equipment.
50880000,Repair and maintenance services of hotel and restaurant equipment.
50881000,Repair and maintenance services of hotel equipment.
50882000,Repair and maintenance services of restaurant equipment.
50883000,Repair and maintenance services of catering equipment.
50884000,Repair and maintenance services of camping equipment.
51000000,Installation services (except software).
51100000,Installation services of electrical and mechanical equipment.
51110000,Installation services of electrical equipment.
51111000,"Installation services of electric motors, generators and transformers."
51111100,Installation services of electric motors.
51111200,Installation services of generators.
51111300,Installation services of transformers.
51112000,Installation services of electricity distribution and control equipment.
51112100,Installation services of electricity distribution equipment.
51112200,Installation services of electricity control equipment.
51120000,Installation services of mechanical equipment.
51121000,Installation services of fitness equipment.
51122000,Installation services of flagpoles.
51130000,"Installation services of steam generators, turbines, compressors and burners."
51131000,Installation services of steam generators.
51133000,Installation services of turbines.
51133100,Installation services of gas turbines.
51134000,Installation services of compressors.
51135000,Installation services of furnaces.
51135100,Installation services of burners.
51135110,Installation services of waste incinerators.
51140000,Installation services of engines.
51141000,Installation services of petrol engines.
51142000,Installation services of diesel engines.
51143000,Installation services of railway engines.
51144000,Installation services of vehicle engines.
51145000,Installation services of marine engines.
51146000,Installation services of aircraft engines.
51200000,"Installation services of equipment for measuring, checking, testing and navigating."
51210000,Installation services of measuring equipment.
51211000,Installation services of time-measuring equipment.
51212000,Installation services of time register equipment.
51213000,Installation services of time recorder equipment.
51214000,Installation services of parking meter equipment.
51215000,Installation services of meteorological equipment.
51216000,Installation services of geological equipment.
51220000,Installation services of checking equipment.
51221000,Installation services of automatic airport check-in devices.
51230000,Installation services of testing equipment.
51240000,Installation services of navigating equipment.
51300000,Installation services of communications equipment.
51310000,"Installation services of radio, television, sound and video equipment."
51311000,Installation services of radio equipment.
51312000,Installation services of television equipment.
51313000,Installation services of sound equipment.
51314000,Installation services of video equipment.
51320000,Installation services of radio and television transmitters.
51321000,Installation services of radio transmitters.
51322000,Installation services of television transmitters.
51330000,Installation services of radiotelephony apparatus.
51340000,Installation services of line telephony equipment.
51350000,Installation services of line telegraphy equipment.
51400000,Installation services of medical and surgical equipment.
51410000,Installation services of medical equipment.
51411000,Installation services of imaging equipment.
51412000,Installation services of dental and subspecialty equipment.
51413000,Installation services of radiotherapy equipment.
51414000,Installation services of mechanotherapy equipment.
51415000,Installation services of electrotherapyequipment.
51416000,Installation services of physical therapy equipment.
51420000,Installation services of surgical equipment.
51430000,Installation services of laboratory equipment.
51500000,Installation services of machinery and equipment.
51510000,Installation services of general-purpose machinery and equipment.
51511000,"Installation services of lifting and handling equipment, except lifts and escalators."
51511100,Installation services of lifting equipment.
51511110,Installation services of cranes.
51511200,Installation services of handling equipment.
51511300,Installation services of suspended access equipment.
51511400,Installation services of special conveying systems.
51514000,Installation services of miscellaneous general-purpose machinery.
51514100,Installation services of liquid filtering or purifying machinery and apparatus.
51514110,Installation services of machinery and apparatus for filtering or purifying water.
51520000,Installation services of agricultural and forestry machinery.
51521000,Installation services of agricultural machinery.
51522000,Installation services of forestry machinery.
51530000,Installation services of machine tools.
51540000,Installation services of special-purpose machinery and equipment.
51541000,"Installation services of mining, quarrying, construction and metallurgy machinery."
51541100,Installation services of mining machinery.
51541200,Installation services of quarrying machinery.
51541300,Installation services of construction machinery.
51541400,Installation services of metallurgy machinery.
51542000,"Installation services of food-, beverage- and tobacco-processing machinery."
51542100,Installation services of food-processing machinery.
51542200,Installation services of beverage-processing machinery.
51542300,Installation services of tobacco-processing machinery.
51543000,"Installation services of textile-, clothing- and leather-production machinery."
51543100,Installation services of textile-production machinery.
51543200,Installation services of clothing-production machinery.
51543300,Installation services of leather-production machinery.
51543400,"Installation services of laundry washing, dry-cleaning and drying machines."
51544000,Installation services of paper- and paperboard-production machinery.
51544100,Installation services of paper-production machinery.
51544200,Installation services of paperboard-production machinery.
51545000,Installation services of street mailboxes.
51550000,Installation services of weapon systems.
51600000,Installation services of computers and office equipment.
51610000,Installation services of computers and information-processing equipment.
51611000,Installation services of computers.
51611100,Hardware installation services.
51611110,Installation services of airport real-time departures and arrival display screens or boards.
51611120,Installation services of railway real-time departures and arrival display screens or boards.
51612000,Installation services of information-processing equipment.
51620000,Installation services of office equipment.
51700000,Installation services of fire protection equipment.
51800000,Installation services of metal containers.
51810000,Installation services of tanks.
51820000,Installation services of reservoirs.
51900000,Installation services of guidance and control systems.
55000000,"Hotel, restaurant and retail trade services."
55100000,Hotel services.
55110000,Hotel accomodation services.
55120000,Hotel meeting and conference services.
55130000,Other hotel services.
55200000,Camping sites and other non-hotel accommodation.
55210000,Youth hostel services.
55220000,Camping-site services.
55221000,Caravan-site services.
55240000,Holiday centre and holiday home services.
55241000,Holiday centre services.
55242000,Holiday home services.
55243000,Children's holiday-camp services.
55250000,Letting services of short-stay furnished accommodation.
55260000,Sleeping-car services.
55270000,Services provided by bed and breakfast establishments.
55300000,Restaurant and food-serving services.
55310000,Restaurant waiter services.
55311000,Restricted-clientele restaurant waiter services.
55312000,Unrestricted-clientele restaurant waiter services.
55320000,Meal-serving services.
55321000,Meal-preparation services.
55322000,Meal-cooking services.
55330000,Cafeteria services.
55400000,Beverage-serving services.
55410000,Bar management services.
55500000,Canteen and catering services.
55510000,Canteen services.
55511000,Canteen and other restricted-clientele cafeteria services.
55512000,Canteen management services.
55520000,Catering services.
55521000,Catering services for private households.
55521100,Meals-on-wheels services.
55521200,Meal delivery service.
55522000,Catering services for transport enterprises.
55523000,Catering services for other enterprises or other institutions.
55523100,School-meal services.
55524000,School catering services.
55900000,Retail trade services.
60000000,Transport services (excl. Waste transport).
60100000,Road transport services.
60112000,Public road transport services.
60120000,Taxi services.
60130000,Special-purpose road passenger-transport services.
60140000,Non-scheduled passenger transport.
60150000,Passenger transport by animal-drawn vehicles.
60160000,Mail transport by road.
60161000,Parcel transport services.
60170000,Hire of passenger transport vehicles with driver.
60171000,Hire of passenger cars with driver.
60172000,Hire of buses and coaches with driver.
60180000,Hire of goods-transport vehicles with driver.
60181000,Hire of trucks with driver.
60182000,Hire of industrial vehicles with driver.
60183000,Hire of vans with driver.
60200000,Railway transport services.
60210000,Public transport services by railways.
60220000,Mail transport by railway.
60300000,Pipeline transport services.
60400000,Air transport services.
60410000,Scheduled air transport services.
60411000,Scheduled airmail transport services.
60420000,Non-scheduled air transport services.
60421000,Non-scheduled airmail transport services.
60423000,Air-charter services.
60424000,Hire of air transport equipment with crew.
60424100,Hire of aircraft with crew.
60424110,Hire of fixed-wing aircraft with crew.
60424120,Hire of helicopters with crew.
60440000,Aerial and related services.
60441000,Aerial spraying services.
60442000,Aerial forest-firefighting services.
60443000,Air-rescue services.
60443100,Air-sea rescue services.
60444000,Aircraft-operation services.
60444100,Pilot services.
60445000,Aircraft operating services.
60500000,Space transport services.
60510000,Satellite launch services.
60520000,Experimental payload services.
60600000,Water transport services.
60610000,Ferry transport services.
60620000,Transport by water of mail.
60630000,Cable-laying ship services.
60640000,Shipping operations.
60650000,Hire of water transport equipment with crew.
60651000,Hire of vessels with crew.
60651100,Hire of sea-going vessels with crew.
60651200,Hire of inland waterway vessels with crew.
60651300,Anti-pollution ship services.
60651400,Heavy-lift ship services.
60651500,Standby ship services.
60651600,Offshore supply ship services.
60653000,Hire of boats with crew.
63000000,Supporting and auxiliary transport services; travel agencies services.
63100000,Cargo handling and storage services.
63110000,Cargo handling services.
63111000,Container handling services.
63112000,Baggage handling services.
63112100,Passenger baggage handling services.
63112110,Baggage collection services.
63120000,Storage and warehousing services.
63121000,Storage and retrieval services.
63121100,Storage services.
63121110,Gas storage services.
63122000,Warehousing services.
63500000,"Travel agency, tour operator and tourist assistance services."
63510000,Travel agency and similar services.
63511000,Organisation of package tours.
63512000,Sale of travel tickets and package tours services.
63513000,Tourist information services.
63514000,Tourist guide services.
63515000,Travel services.
63516000,Travel management services.
63520000,Transport agency services.
63521000,Freight transport agency services.
63522000,Ship brokerage services.
63523000,Port and forwarding agency services.
63524000,Transport document preparation services.
63700000,"Support services for land, water and air transport."
63710000,Support services for land transport.
63711000,Support services for railway transport.
63711100,Train monitoring services.
63711200,Moving workshops services.
63712000,Support services for road transport.
63712100,Bus station services.
63712200,Highway operation services.
63712210,Highway toll services.
63712300,Bridge and tunnel operation services.
63712310,Bridge operating services.
63712311,Bridge toll services.
63712320,Tunnel operation services.
63712321,Tunnel toll services.
63712400,Parking services.
63712500,Weighbridge services.
63712600,Vehicle refuelling services.
63712700,Traffic control services.
63712710,Traffic monitoring services.
63720000,Support services for water transport.
63721000,Port and waterway operation services and associated services.
63721100,Bunkering services.
63721200,Port operation services.
63721300,Waterway operation services.
63721400,Ship refuelling services.
63721500,Passenger terminal operation services.
63722000,Ship-piloting services.
63723000,Berthing services.
63724000,Navigation services.
63724100,Offshore positioning services.
63724110,Lightship positioning services.
63724200,Lightship services.
63724300,Buoy positioning services.
63724310,Buoy marking services.
63724400,Lighthouse services.
63725000,Salvage and refloating services.
63725100,Vessel-salvaging services.
63725200,Standby vessel services.
63725300,Vessel refloating services.
63726000,Miscellaneous water transport support services.
63726100,Vessel registration services.
63726200,Ice breaking services.
63726300,Vessel storage services.
63726400,Ship chartering services.
63726500,Vessel laying-up services.
63726600,Ship-operating services.
63726610,Ship-launching services.
63726620,ROV services.
63726700,Fishing-vessel services.
63726800,Research vessel services.
63726900,Anchor handling services.
63727000,Towing and pushing services of ships.
63727100,Towing services.
63727200,Pushing services.
63730000,Support services for air transport.
63731000,Airport operation services.
63731100,Airport slot coordination services.
63732000,Air-traffic control services.
63733000,Aircraft refuelling services.
63734000,Hangar services.
64000000,Postal and telecommunications services.
64100000,Post and courier services.
64110000,Postal services.
64111000,Postal services related to newspapers and periodicals.
64112000,Postal services related to letters.
64113000,Postal services related to parcels.
64114000,Post office counter services.
64115000,Mailbox rental.
64116000,Post-restante services.
64120000,Courier services.
64121000,Multi-modal courier services.
64121100,Mail delivery services.
64121200,Parcel delivery services.
64122000,Internal office mail and messenger services.
64200000,Telecommunications services.
64210000,Telephone and data transmission services.
64211000,Public-telephone services.
64211100,Local telephone services.
64211200,Long distance telephone services.
64212000,Mobile-telephone services.
64212100,Short Message Service (SMS) services.
64212200,Enhanced Messaging Service (EMS) services.
64212300,Multimedia Message Service (MMS) services.
64212400,Wireless Application Protocol (WAP) services.
64212500,General Packet Radio Services (GPRS) services.
64212600,Enhanced Data for GSM Evolution (EDGE) services.
64212700,Universal Mobile Telephone System (UMTS) services.
64212800,Pay phone provider services.
64212900,Pre paid phone card provider services.
64213000,Shared-business telephone network services.
64214000,Dedicated-business telephone network services.
64214100,Satellite circuit rental services.
64214200,Telephone switchboard services.
64214400,Communication land-line rental.
64215000,IP Telephone services.
64216000,Electronic message and information services.
64216100,Electronic message services.
64216110,Electronic data exchange services.
64216120,Electronic mail services.
64216130,Telex services.
64216140,Telegraph services.
64216200,Electronic information services.
64216210,Value-added information services.
64216300,Teletext services.
64220000,Telecommunication services except telephone and data transmission services.
64221000,Interconnection services.
64222000,Teleworking services.
64223000,Paging services.
64224000,Teleconferencing services.
64225000,Air-to-ground telecommunications services.
64226000,Telematics services.
64227000,Integrated telecommunications services.
64228000,Television and radio broadcast transmission services.
64228100,Television broadcast transmission services.
64228200,Radio broadcast transmission services.
65000000,Public utilities.
65100000,Water distribution and related services.
65110000,Water distribution.
65111000,Drinking-water distribution.
65120000,Operation of a water-purification plant.
65121000,Water demineralisation services.
65122000,Water desalination services.
65123000,Water softening services.
65130000,Operation of water supplies.
65200000,Gas distribution and related services.
65210000,Gas distribution.
65300000,Electricity distribution and related services.
65310000,Electricity distribution.
65320000,Operation of electrical installations.
65400000,Other sources of energy supplies and distribution.
65410000,Operation of a power plant.
65500000,Meter reading service.
66000000,Financial and insurance services.
66100000,Banking and investment services.
66110000,Banking services.
66111000,Central bank services.
66112000,Deposit services.
66113000,Credit granting services.
66113100,Micro-credit granting services.
66114000,Financial leasing services.
66115000,International payment transfer services.
66120000,Investment banking services and related services.
66121000,Mergers and acquisition services.
66122000,Corporate finance and venture capital services.
66130000,Brokerage and related securities and commodities services.
66131000,Security brokerage services.
66131100,Pension investment services.
66132000,Commodity brokerage services.
66133000,Processing and clearing services.
66140000,Portfolio management services.
66141000,Pension fund management services.
66150000,Financial markets administration services.
66151000,Financial market operational services.
66151100,Electronic marketplace retailing services.
66152000,Financial market regulatory services.
66160000,Trust and custody services.
66161000,Trust services.
66162000,Custody services.
66170000,"Financial consultancy, financial transaction processing and clearing-house services."
66171000,Financial consultancy services.
66172000,Financial transaction processing and clearing-house services.
66180000,Foreign exchange services.
66190000,Loan brokerage services.
66500000,Insurance and pension services.
66510000,Insurance services.
66511000,Life insurance services.
66512000,Accident and health insurance services.
66512100,Accident insurance services.
66512200,Health insurance services.
66512210,Voluntary health insurance services.
66512220,Medical insurance services.
66513000,Legal insurance and all-risk insurance services.
66513100,Legal expenses insurance services.
66513200,Contractor's all-risk insurance services.
66514000,Freight insurance and Insurance services relating to transport.
66514100,Insurance related to Transport.
66514110,Motor vehicle insurance services.
66514120,"Marine, aviation and other transport insurance services."
66514130,Railway insurance services.
66514140,Aircraft insurance services.
66514150,Vessel insurance services.
66514200,Freight insurance services.
66515000,Damage or loss insurance services.
66515100,Fire insurance services.
66515200,Property insurance services.
66515300,Weather and financial loss insurance services.
66515400,Weather-related insurance services.
66515410,Financial loss insurance services.
66515411,Pecuniary loss insurance services.
66516000,Liability insurance services.
66516100,Motor vehicle liability insurance services.
66516200,Aircraft liability insurance services.
66516300,Vessel liability insurance services.
66516400,General liability insurance services.
66516500,Professional liability insurance services.
66517000,Credit and surety insurance services.
66517100,Credit insurance services.
66517200,Surety insurance services.
66517300,Risk management insurance services.
66518000,Insurance brokerage and agency services.
66518100,Insurance brokerage services.
66518200,Insurance agency services.
66518300,Insurance claims adjustment services.
66519000,"Engineering, auxiliary, average, loss, actuarial and salvage insurance services."
66519100,Oil or gas platforms insurance services.
66519200,Engineering insurance services.
66519300,Auxiliary insurance services.
66519310,Insurance consultancy services.
66519400,Average adjustment services.
66519500,Loss adjustment services.
66519600,Actuarial services.
66519700,Salvage administration services.
66520000,Pension services.
66521000,Individual pension services.
66522000,Group pension services.
66523000,Pension fund consultancy services.
66523100,Pension fund administration services.
66600000,Treasury services.
66700000,Reinsurance services.
66710000,Life reinsurance services.
66720000,Accident and health reinsurance services.
70000000,Real estate services.
70100000,Real estate services with own property.
70110000,Development services of real estate.
70111000,Development of residential real estate.
70112000,Development of non-residential real estate.
70120000,Buying and selling of real estate.
70121000,Building sale or purchase services.
70121100,Building sale services.
70121200,Building purchase services.
70122000,Land sale or purchase services.
70122100,Land sale services.
70122110,Vacant-land sale services.
70122200,Land purchase services.
70122210,Vacant-land purchase services.
70123000,Sale of real estate.
70123100,Sale of residential real estate.
70123200,Sale of non-residential estate.
70130000,Letting services of own property.
70200000,Renting or leasing services of own property.
70210000,Residential property renting or leasing services.
70220000,Non-residential property renting or leasing services.
70300000,Real estate agency services on a fee or contract basis.
70310000,Building rental or sale services.
70311000,Residential building rental or sale services.
70320000,Land rental or sale services.
70321000,Land rental services.
70322000,Vacant-land rental or sale services.
70330000,Property management services of real estate on a fee or contract basis.
70331000,Residential property services.
70331100,Institution management services.
70332000,Non-residential property services.
70332100,Land management services.
70332200,Commercial property management services.
70332300,Industrial property services.
70333000,Housing services.
70340000,Time-sharing services.
71000000,"Architectural, construction, engineering and inspection services."
71200000,Architectural and related services.
71210000,Advisory architectural services.
71220000,Architectural design services.
71221000,Architectural services for buildings.
71222000,Architectural services for outdoor areas.
71222100,Urban areas mapping services.
71222200,Rural areas mapping services.
71223000,Architectural services for building extensions.
71230000,Organisation of architectural design contests.
71240000,"Architectural, engineering and planning services."
71241000,"Feasibility study, advisory service, analysis."
71242000,"Project and design preparation, estimation of costs."
71243000,Draft plans (systems and integration).
71244000,"Calculation of costs, monitoring of costs."
71245000,"Approval plans, working drawings and specifications."
71246000,Determining and listing of quantities in construction.
71247000,Supervision of building work.
71248000,Supervision of project and documentation.
71250000,"Architectural, engineering and surveying services."
71251000,Architectural and building-surveying services.
71300000,Engineering services.
71310000,Consultative engineering and construction services.
71311000,Civil engineering consultancy services.
71311100,Civil engineering support services.
71311200,Transport systems consultancy services.
71311210,Highways consultancy services.
71311220,Highways engineering services.
71311230,Railway engineering services.
71311240,Airport engineering services.
71311300,Infrastructure works consultancy services.
71312000,Structural engineering consultancy services.
71313000,Environmental engineering consultancy services.
71313100,Noise-control consultancy services.
71313200,Sound insulation and room acoustics consultancy services.
71313400,Environmental impact assessment for construction.
71313410,Risk or hazard assessment for construction.
71313420,Environmental standards for construction.
71313430,Environmental indicators analysis for construction.
71313440,Environmental Impact Assessment (EIA) services for construction.
71313450,Environmental monitoring for construction.
71314000,Energy and related services.
71314100,Electrical services.
71314200,Energy-management services.
71314300,Energy-efficiency consultancy services.
71314310,Heating engineering services for buildings.
71315000,Building services.
71315100,Building-fabric consultancy services.
71315200,Building consultancy services.
71315210,Building services consultancy services.
71315300,Building surveying services.
71315400,Building-inspection services.
71315410,Inspection of ventilation system.
71316000,Telecommunication consultancy services.
71317000,Hazard protection and control consultancy services.
71317100,Fire and explosion protection and control consultancy services.
71317200,Health and safety services.
71317210,Health and safety consultancy services.
71318000,Advisory and consultative engineering services.
71318100,Artificial and natural lighting engineering services for buildings.
71319000,Expert witness services.
71320000,Engineering design services.
71321000,Engineering design services for mechanical and electrical installations for buildings.
71321100,Construction economics services.
71321200,Heating-system design services.
71321300,Plumbing consultancy services.
71321400,Ventilation consultancy services.
71322000,Engineering design services for the construction of civil engineering works.
71322100,Quantity surveying services for civil engineering works.
71322200,Pipeline design services.
71322300,Bridge-design services.
71322400,Dam-design services.
71322500,Engineering design services for traffic installations.
71323000,Engineering design services for industrial process and production.
71323100,Electrical power systems design services.
71323200,Plant engineering design services.
71324000,Quantity surveying services.
71325000,Foundation design services.
71326000,Ancillary building services.
71327000,Load-bearing structure design services.
71328000,Verification of load-bearing structure design services.
71330000,Miscellaneous engineering services.
71331000,Drilling-mud engineering services.
71332000,Geotechnical engineering services.
71333000,Mechanical engineering services.
71334000,Mechanical and electrical engineering services.
71335000,Engineering studies.
71336000,Engineering support services.
71337000,Corrosion engineering services.
71340000,Integrated engineering services.
71350000,Engineering-related scientific and technical services.
71351000,"Geological, geophysical and other scientific prospecting services."
71351100,Core preparation and analysis services.
71351200,Geological and geophysical consultancy services.
71351210,Geophysical consultancy services.
71351220,Geological consultancy services.
71351300,Micropalaeontological analysis services.
71351400,Petrophysical interpretation services.
71351500,Ground investigation services.
71351600,Weather-forecasting services.
71351610,Meteorology services.
71351611,Climatology services.
71351612,Hydrometeorology services.
71351700,Scientific prospecting services.
71351710,Geophysical prospecting services.
71351720,Geophysical surveys of archaeological sites.
71351730,Geological prospecting services.
71351800,Topographical and water divining services.
71351810,Topographical services.
71351811,Topographical surveys of archaeological sites.
71351820,Water divining services.
71351900,"Geology, oceanography and hydrology services."
71351910,Geology services.
71351911,Photogeology services.
71351912,Stratigraphic geology services.
71351913,Geological exploration services.
71351914,Archaeological services.
71351920,Oceanography and hydrology services.
71351921,Estuarine oceanography services.
71351922,Physical oceanography services.
71351923,Bathymetric surveys services.
71351924,Underwater exploration services.
71352000,Subsurface surveying services.
71352100,Seismic services.
71352110,Seismographic surveying services.
71352120,Seismic data acquisition services.
71352130,Seismic data collection services.
71352140,Seismic processing services.
71352300,Magnetometric surveying services.
71353000,Surface surveying services.
71353100,Hydrographic surveying services.
71353200,Dimensional surveying services.
71354000,Map-making services.
71354100,Digital mapping services.
71354200,Aerial mapping services.
71354300,Cadastral surveying services.
